1969  11  322.08
1969  12  323.37
1970   1  324.34
1970   2  325.30
1970   3  326.29
1970   4  327.54
1970   5  327.54
1970   6  327.21
1970   7  325.98
1970   8  324.42
1970   9  322.91
1970  10  322.90
1970  11  323.85
1970  12  324.96
1971   1  326.01
1971   2  326.51
1971   3  327.01
1971   4  327.62
1971   5  328.76
1971   6  328.40
1971   7  327.20
1971   8  325.28
1971   9  323.20
1971  10  323.40
1971  11  324.64
1971  12  325.85
1972   1  326.60
1972   2  327.47
1972   3  327.58
1972   4  329.56
1972   5  329.90
1972   6  328.92
1972   7  327.89
1972   8  326.17
1972   9  324.68
1972  10  325.04
1972  11  326.34
1972  12  327.39
1973   1  328.37
1973   2  329.40
1973   3  330.14
1973   4  331.33
1973   5  332.31
1973   6  331.90
1973   7  330.70
1973   8  329.15
1973   9  327.34
1973  10  327.02
1973  11  327.99
1973  12  328.48
1974   1  329.18
1974   2  330.55
1974   3  331.32
1974   4  332.48
1974   5  332.92
1974   6  332.08
1974   7  331.02
1974   8  329.24
1974   9  327.28
1974  10  327.21
1974  11  328.29
1974  12  329.41
1975   1  330.23
1975   2  331.24
1975   3  331.87
1975   4  333.14
1975   5  333.80
1975   6  333.42
1975   7  331.73
1975   8  329.90
1975   9  328.40
1975  10  328.17
1975  11  329.32
1975  12  330.59
1976   1  331.58
1976   2  332.39
1976   3  333.33
1976   4  334.41
1976   5  334.71
1976   6  334.17
1976   7  332.88
1976   8  330.77
1976   9  329.14
1976  10  328.77
1976  11  330.14
1976  12  331.52
1977   1  332.75
1977   2  333.25
1977   3  334.53
1977   4  335.90
1977   5  336.57
1977   6  336.10
1977   7  334.76
1977   8  332.59
1977   9  331.41
1977  10  330.98
1977  11  332.24
1977  12  333.68
1978   1  334.80
1978   2  335.22
1978   3  336.47
1978   4  337.59
1978   5  337.84
1978   6  337.72
1978   7  336.37
1978   8  334.51
1978   9  332.60
1978  10  332.37
1978  11  333.75
1978  12  334.79
1979   1  336.05
1979   2  336.59
1979   3  337.79
1979   4  338.71
1979   5  339.30
1979   6  339.12
1979   7  337.56
1979   8  335.92
1979   9  333.74
1979  10  333.70
1979  11  335.13
1979  12  336.56
1980   1  337.84
1980   2  338.19
1980   3  339.90
1980   4  340.60
1980   5  341.29
1980   6  341.00
1980   7  339.39
1980   8  337.43
1980   9  335.72
1980  10  335.84
1980  11  336.93
1980  12  338.04
1981   1  339.06
1981   2  340.30
1981   3  341.21
1981   4  342.33
1981   5  342.74
1981   6  342.07
1981   7  340.32
1981   8  338.27
1981   9  336.52
1981  10  336.68
1981  11  338.19
1981  12  339.44
1982   1  340.57
1982   2  341.44
1982   3  342.53
1982   4  343.39
1982   5  343.96
1982   6  343.18
1982   7  341.88
1982   8  339.65
1982   9  337.80
1982  10  337.69
1982  11  339.09
1982  12  340.32
1983   1  341.20
1983   2  342.35
1983   3  342.93
1983   4  344.77
1983   5  345.58
1983   6  345.14
1983   7  343.81
1983   8  342.22
1983   9  339.69
1983  10  339.82
1983  11  340.98
1983  12  342.82
1984   1  343.52
1984   2  344.33
1984   3  345.11
1984   4  346.88
1984   5  347.25
1984   6  346.61
1984   7  345.22
1984   8  343.11
1984   9  340.90
1984  10  341.17
1984  11  342.80
1984  12  344.04
1985   1  344.79
1985   2  345.82
1985   3  347.25
1985   4  348.17
1985   5  348.75
1985   6  348.07
1985   7  346.38
1985   8  344.52
1985   9  342.92
1985  10  342.63
1985  11  344.06
1985  12  345.38
1986   1  346.12
1986   2  346.79
1986   3  347.69
1986   4  349.38
1986   5  350.04
1986   6  349.38
1986   7  347.78
1986   8  345.75
1986   9  344.70
1986  10  344.01
1986  11  345.50
1986  12  346.75
1987   1  347.86
1987   2  348.32
1987   3  349.26
1987   4  350.84
1987   5  351.70
1987   6  351.11
1987   7  349.37
1987   8  347.97
1987   9  346.31
1987  10  346.22
1987  11  347.68
1987  12  348.82
1988   1  350.29
1988   2  351.58
1988   3  352.08
1988   4  353.45
1988   5  354.08
1988   6  353.66
1988   7  352.25
1988   8  350.30
1988   9  348.58
1988  10  348.74
1988  11  349.93
1988  12  351.21
1989   1  352.62
1989   2  352.93
1989   3  353.54
1989   4  355.27
1989   5  355.52
1989   6  354.97
1989   7  353.74
1989   8  351.51
1989   9  349.63
1989  10  349.82
1989  11  351.12
1989  12  352.35
1990   1  353.47
1990   2  354.51
1990   3  355.18
1990   4  355.98
1990   5  356.94
1990   6  355.99
1990   7  354.58
1990   8  352.68
1990   9  350.72
1990  10  350.92
1990  11  352.55
1990  12  353.91
